1, 0.8921875, 0.26388888888888956, 0.9499999999999997, 0.26388888888888956, 0.9499999999999997, 0.4166666666666675, 0.8921875, 0.4166666666666675
1, 0.4390625, 0.5166666666666678, 0.4968749999999998, 0.5166666666666678, 0.4968749999999998, 0.7000000000000012, 0.4390625, 0.7000000000000012
1, 0.2859375, 0.5222222222222226, 0.3437499999999998, 0.5222222222222226, 0.3437499999999998, 0.7222222222222231, 0.2859375, 0.7222222222222231
1, 0.3890625, 0.630555555555556, 0.4468749999999998, 0.630555555555556, 0.4468749999999998, 0.7972222222222226, 0.3890625, 0.7972222222222226
2, 0.5281249999999996, 0.5944444444444434, 0.6156249999999998, 0.5944444444444434, 0.6156249999999998, 0.8055555555555541, 0.5281249999999996, 0.8055555555555541
1, 0.6953124999999999, 0.7944444444444447, 0.7671875000000001, 0.7944444444444447, 0.7671875000000001, 0.9972222222222221, 0.6953124999999999, 0.9972222222222221
2, 0.8, 0.45555555555555555, 0.884375, 0.45555555555555555, 0.884375, 0.6583333333333333, 0.8, 0.6583333333333333
1, 0.1015625, 0.3, 0.1640625, 0.3, 0.1640625, 0.4527777777777778, 0.1015625, 0.4527777777777778
0, 0.175, 0.10555555555555556, 0.2140625, 0.10555555555555556, 0.2140625, 0.2388888888888889, 0.175, 0.2388888888888889
4, 0.8813492546855837, 0.20225950310517965, 0.8948113751824605, 0.2163603111558615, 0.6363598786607296, 0.9961966533288195, 0.6228977581638528, 0.9820958452781376
